Lemma	Eng Gloss	POS	Level	Word source	Ex. ID	Form 	Analysis	Example Sentence	Translation	Reference	Topic(s)
пригласить	_	V	A1	MiP	1	пригласил	Masc.Sing.Past	_	_	_	_
пригласить	_	V	A1	MiP	2	пригласили	Plur.Past	_	_	_	_
пригласить	_	V	A1	MiP	3	пригласить	Inf	_	_	_	_
приглашать	_	V	A1	Golosa, MiP, LM	1	приглашали	Plur.Past	_	_	_	_
приглашать	_	V	A1	Golosa, MiP, LM	2	приглашаю	Sing.1.Pres/Fut	_	_	_	_
приглашать	_	V	A1	Golosa, MiP, LM	3	приглашал	Masc.Sing.Past	_	_	_	_
приезд	_	N.Masc.Inan	A1	Golosa, LM	1	приезду	Dat.Sing	_	_	_	_
приезд	_	N.Masc.Inan	A1	Golosa, LM	2	приезде	Loc.Sing	_	_	_	_
приезд	_	N.Masc.Inan	A1	Golosa, LM	3	приезда	Gen.Sing	_	_	_	_
прийти	_	V	A1	MiP	1	пришёл	Masc.Sing.Past	_	_	_	_
прийти	_	V	A1	MiP	2	пришла	Fem.Sing.Past	_	_	_	_
прийти	_	V	A1	MiP	3	пришли	Plur.Past	_	_	_	_
пример	_	N.Masc.Inan	A1	LM	1	примеру	Dat.Sing	_	_	_	_
пример	_	N.Masc.Inan	A1	LM	2	пример	Nom.Sing	_	_	_	_
пример	_	N.Masc.Inan	A1	LM	3	примере	Loc.Sing	_	_	_	_
природа	_	N.Fem.Inan	A1	Golosa, LM	1	природы	Gen.Sing	_	_	_	_
природа	_	N.Fem.Inan	A1	Golosa, LM	2	природе	Loc.Sing	_	_	_	_
природа	_	N.Fem.Inan	A1	Golosa, LM	3	природа	Nom.Sing	_	_	_	_
приходить	_	V	A1	Golosa, MiP, LM	1	приходит	Sing.3.Pres/Fut	_	_	_	_
приходить	_	V	A1	Golosa, MiP, LM	2	приходят	Plur.3.Pres/Fut	_	_	_	_
приходить	_	V	A1	Golosa, MiP, LM	3	приходил	Masc.Sing.Past	_	_	_	_
причина	_	N.Fem.Inan	A1	Golosa, LM	1	причин	Gen.Plur	_	_	_	_
причина	_	N.Fem.Inan	A1	Golosa, LM	2	причинам	Dat.Plur	_	_	_	_
причина	_	N.Fem.Inan	A1	Golosa, LM	3	причине	Dat.Sing	_	_	_	_
приятный	_	A	A1	MiP, LM	1	приятно	Neut.Sing	_	_	_	_
приятный	_	A	A1	MiP, LM	2	приятное	Inan.Acc.Neut.Sing	_	_	_	_
приятный	_	A	A1	MiP, LM	3	приятная	Nom.Fem.Sing	_	_	_	_
продавать	_	V	A1	Golosa, MiP, LM	1	продавать	Inf	_	_	_	_
продавать	_	V	A1	Golosa, MiP, LM	2	продают	Plur.3.Pres/Fut	_	_	_	_
продавать	_	V	A1	Golosa, MiP, LM	3	продавали	Plur.Past	_	_	_	_
продавец	_	N.Masc.Anim	A1	MiP, LM	1	продавец	Nom.Sing	_	_	_	_
продавец	_	N.Masc.Anim	A1	MiP, LM	2	продавцы	Nom.Plur	_	_	_	_
продавец	_	N.Masc.Anim	A1	MiP, LM	3	продавца	Acc.Sing	_	_	_	_
продать	_	V	A1	MiP	1	продать	Inf	_	_	_	_
продать	_	V	A1	MiP	2	продали	Plur.Past	_	_	_	_
продать	_	V	A1	MiP	3	продал	Masc.Sing.Past	_	_	_	_
продолжаться	_	V	A1	LM	1	продолжаться	Inf	_	_	_	_
продолжаться	_	V	A1	LM	2	продолжается	Sing.3.Pres/Fut	_	_	_	_
продолжаться	_	V	A1	LM	3	продолжаются	Plur.3.Pres/Fut	_	_	_	_
простой	_	A	A1	Golosa, LM	1	просто	Neut.Sing	_	_	_	_
простой	_	A	A1	Golosa, LM	2	проще	Neut.Sing	_	_	_	_
простой	_	A	A1	Golosa, LM	3	простых	Gen.Plur	_	_	_	_
просьба	_	N.Fem.Inan	A1	LM	1	просьбой	Ins.Sing	_	_	_	_
просьба	_	N.Fem.Inan	A1	LM	2	просьба	Nom.Sing	_	_	_	_
просьба	_	N.Fem.Inan	A1	LM	3	просьбе	Dat.Sing	_	_	_	_
просьба	_	N.Fem.Inan	A1	Golosa	1	просьбой	Ins.Sing	_	_	_	_
просьба	_	N.Fem.Inan	A1	Golosa	2	просьба	Nom.Sing	_	_	_	_
просьба	_	N.Fem.Inan	A1	Golosa	3	просьбе	Dat.Sing	_	_	_	_
профессор	_	N.Masc.Anim	A1	LM	1	профессор	Nom.Sing	_	_	_	_
профессор	_	N.Masc.Anim	A1	LM	2	профессором	Ins.Sing	_	_	_	_
профессор	_	N.Masc.Anim	A1	LM	3	профессора	Gen.Sing	_	_	_	_
проходить	_	V	A1	Golosa, MiP, LM	1	проходит	Sing.3.Pres/Fut	_	_	_	_
проходить	_	V	A1	Golosa, MiP, LM	2	проходят	Plur.3.Pres/Fut	_	_	_	_
проходить	_	V	A1	Golosa, MiP, LM	3	проходили	Plur.Past	_	_	_	_
процент	_	N.Masc.Inan	A1	LM	1	процентов	Gen.Plur	_	_	_	_
процент	_	N.Masc.Inan	A1	LM	2	процента	Gen.Sing	_	_	_	_
процент	_	N.Masc.Inan	A1	LM	3	процент	Nom.Sing	_	_	_	_
прошлый	_	A	A1	LM	1	прошлом	Loc.Masc.Sing	_	_	_	_
прошлый	_	A	A1	LM	2	прошлого	Gen.Masc.Sing	_	_	_	_
прошлый	_	A	A1	LM	3	прошлой	Loc.Fem.Sing	_	_	_	_
прощать	_	V	A1	LM	1	прощать	Inf	_	_	_	_
прощать	_	V	A1	LM	2	прощай	Imper.Sing.2	_	_	_	_
прощать	_	V	A1	LM	3	прощаю	Sing.1.Pres/Fut	_	_	_	_
психолог	_	N.Masc.Anim	A1	LM	1	психологов	Gen.Plur	_	_	_	_
психолог	_	N.Masc.Anim	A1	LM	2	психологи	Nom.Plur	_	_	_	_
психолог	_	N.Masc.Anim	A1	LM	3	психолога	Gen.Sing	_	_	_	_
птица	_	N.Fem.Anim	A1	Golosa, LM, Поехали	1	птицы	Nom.Plur	_	_	_	_
птица	_	N.Fem.Anim	A1	Golosa, LM, Поехали	2	птица	Nom.Sing	_	_	_	_
птица	_	N.Fem.Anim	A1	Golosa, LM, Поехали	3	птиц	Gen.Plur	_	_	_	_
путешествовать	_	V	A1	LM	1	путешествовать	Inf	_	_	_	_
путешествовать	_	V	A1	LM	2	путешествовал	Masc.Sing.Past	_	_	_	_
путешествовать	_	V	A1	LM	3	путешествовали	Plur.Past	_	_	_	_
рабочий	_	A	A1	LM	1	рабочей	Gen.Fem.Sing	_	_	_	_
рабочий	_	N.Masc.Anim	A1	LM	2	рабочих	Gen.Plur	_	_	_	_
рабочий	_	A	A1	LM	3	рабочий	Nom.Masc.Sing	_	_	_	_
радость	_	N.Fem.Inan	A1	Golosa, LM	1	радость	Nom.Sing	_	_	_	_
радость	_	N.Fem.Inan	A1	Golosa, LM	2	радости	Gen.Sing	_	_	_	_
радость	_	N.Fem.Inan	A1	Golosa, LM	3	радостью	Ins.Sing	_	_	_	_
разговор	_	N.Masc.Inan	A1	Golosa, LM	1	разговор	Nom.Sing	_	_	_	_
разговор	_	N.Masc.Inan	A1	Golosa, LM	2	разговора	Gen.Sing	_	_	_	_
разговор	_	N.Masc.Inan	A1	Golosa, LM	3	разговоров	Gen.Plur	_	_	_	_
рассказать	_	V	A1	MiP	1	рассказал	Masc.Sing.Past	_	_	_	_
рассказать	_	V	A1	MiP	2	рассказать	Inf	_	_	_	_
рассказать	_	V	A1	MiP	3	расскажу	Sing.1.Pres/Fut	_	_	_	_
рассказывать	_	V	A1	Golosa, MiP, LM	1	рассказывает	Sing.3.Pres/Fut	_	_	_	_
рассказывать	_	V	A1	Golosa, MiP, LM	2	рассказывать	Inf	_	_	_	_
рассказывать	_	V	A1	Golosa, MiP, LM	3	рассказывал	Masc.Sing.Past	_	_	_	_
расти	_	V	A1	LM	1	растёт	Sing.3.Pres/Fut	_	_	_	_
расти	_	V	A1	LM	2	растут	Plur.3.Pres/Fut	_	_	_	_
расти	_	V	A1	LM	3	расти	Inf	_	_	_	_
ребята	_	N.Inan	A1	Golosa, LM	1	ребята	Nom.Plur	_	_	_	_
ребята	_	N.Inan	A1	Golosa, LM	2	ребят	Gen.Plur	_	_	_	_
ребята	_	N.Inan	A1	Golosa, LM	3	ребятами	Ins.Plur	_	_	_	_
режиссер	_	N.Masc.Anim	A1	LM	1	режиссёр	Nom.Sing	_	_	_	_
режиссер	_	N.Masc.Anim	A1	LM	2	режиссёра	Gen.Sing	_	_	_	_
режиссер	_	N.Masc.Anim	A1	LM	3	режиссер	Nom.Sing	_	_	_	_
результат	_	N.Masc.Inan	A1	LM	1	результате	Loc.Sing	_	_	_	_
результат	_	N.Masc.Inan	A1	LM	2	результаты	Nom.Plur	_	_	_	_
результат	_	N.Masc.Inan	A1	LM	3	результат	Nom.Sing	_	_	_	_
республика	_	N.Fem.Inan	A1	LM	1	республики	Gen.Sing	_	_	_	_
республика	_	N.Fem.Inan	A1	LM	2	республике	Loc.Sing	_	_	_	_
республика	_	N.Fem.Inan	A1	LM	3	республика	Nom.Sing	_	_	_	_
решать	_	V	A1	Golosa, MiP, LM	1	решать	Inf	_	_	_	_
решать	_	V	A1	Golosa, MiP, LM	2	решает	Sing.3.Pres/Fut	_	_	_	_
решать	_	V	A1	Golosa, MiP, LM	3	решают	Plur.3.Pres/Fut	_	_	_	_
решить	_	V	A1	MiP	1	решил	Masc.Sing.Past	_	_	_	_
решить	_	V	A1	MiP	2	решили	Plur.Past	_	_	_	_
решить	_	V	A1	MiP	3	решила	Fem.Sing.Past	_	_	_	_
рисовать	_	V	A1	LM	1	рисует	Sing.3.Pres/Fut	_	_	_	_
рисовать	_	V	A1	LM	2	рисовал	Masc.Sing.Past	_	_	_	_
рисовать	_	V	A1	LM	3	рисовать	Inf	_	_	_	_
родина	_	N.Fem.Inan	A1	Golosa, LM	1	родину	Acc.Sing	_	_	_	_
родина	_	N.Fem.Inan	A1	Golosa, LM	2	родины	Gen.Sing	_	_	_	_
родина	_	N.Fem.Inan	A1	Golosa, LM	3	родина	Nom.Sing	_	_	_	_
родитель	_	N.Masc.Anim	A1	LM	1	родители	Nom.Plur	_	_	_	_
родитель	_	N.Masc.Anim	A1	LM	2	родителей	Gen.Plur	_	_	_	_
родитель	_	N.Masc.Anim	A1	LM	3	родителями	Ins.Plur	_	_	_	_
родиться	_	V	A1	Golosa, LM	1	родился	Masc.Sing.Past	_	_	_	_
родиться	_	V	A1	Golosa, LM	2	родилась	Fem.Sing.Past	_	_	_	_
родиться	_	V	A1	Golosa, LM	3	родились	Plur.Past	_	_	_	_
роль	_	N.Fem.Inan	A1	LM	1	роль	Acc.Sing	_	_	_	_
роль	_	N.Fem.Inan	A1	LM	2	роли	Loc.Sing	_	_	_	_
роль	_	N.Fem.Inan	A1	LM	3	ролей	Gen.Plur	_	_	_	_
рынок	_	N.Masc.Inan	A1	Golosa, MiP, LM	1	рынке	Loc.Sing	_	_	_	_
рынок	_	N.Masc.Inan	A1	Golosa, MiP, LM	2	рынка	Gen.Sing	_	_	_	_
рынок	_	N.Masc.Inan	A1	Golosa, MiP, LM	3	рынок	Nom.Sing	_	_	_	_
ряд	_	N.Masc.Inan	A1	Golosa, MiP, LM	1	ряд	Acc.Sing	_	_	_	_
ряд	_	N.Masc.Inan	A1	Golosa, MiP, LM	2	ряда	Gen.Sing	_	_	_	_
ряд	_	N.Masc.Inan	A1	Golosa, MiP, LM	3	ряде	Loc.Sing	_	_	_	_
садиться	_	V	A1	Golosa, MiP, LM	1	садится	Sing.3.Pres/Fut	_	_	_	_
садиться	_	V	A1	Golosa, MiP, LM	2	садиться	Inf	_	_	_	_
садиться	_	V	A1	Golosa, MiP, LM	3	садился	Masc.Sing.Past	_	_	_	_
сантиметр	_	N.Masc.Inan	A1	LM	1	см	Gen.Plur	_	_	_	_
сантиметр	_	N.Masc.Inan	A1	LM	2	сантиметров	Gen.Plur	_	_	_	_
сантиметр	_	N.Masc.Inan	A1	LM	3	сантиметра	Gen.Sing	_	_	_	_
сапог	_	N.Masc.Inan	A1	LM	1	сапоги	Acc.Plur	_	_	_	_
сапог	_	N.Masc.Inan	A1	LM	2	сапогах	Loc.Plur	_	_	_	_
сапог	_	N.Masc.Inan	A1	LM	3	сапогам	Dat.Plur	_	_	_	_
светлый	_	A	A1	LM	1	светлых	Gen.Plur	_	_	_	_
светлый	_	A	A1	LM	2	светлые	Nom.Plur	_	_	_	_
светлый	_	A	A1	LM	3	светлую	Acc.Fem.Sing	_	_	_	_
сдавать	_	V	A1	LM	1	сдавать	Inf	_	_	_	_
сдавать	_	V	A1	LM	2	сдавали	Plur.Past	_	_	_	_
сдавать	_	V	A1	LM	3	сдавал	Masc.Sing.Past	_	_	_	_
север	_	N.Masc.Inan	A1	Golosa, MiP, LM	1	севере	Loc.Sing	_	_	_	_
север	_	N.Masc.Inan	A1	Golosa, MiP, LM	2	север	Acc.Sing	_	_	_	_
север	_	N.Masc.Inan	A1	Golosa, MiP, LM	3	северу	Dat.Sing	_	_	_	_
секретарь	_	N.Masc.Anim	A1	Golosa, MiP, LM	1	секретарь	Nom.Sing	_	_	_	_
секретарь	_	N.Masc.Anim	A1	Golosa, MiP, LM	2	секретаря	Gen.Sing	_	_	_	_
секретарь	_	N.Masc.Anim	A1	Golosa, MiP, LM	3	секретарём	Ins.Sing	_	_	_	_
сердце	_	N.Neut.Inan	A1	Golosa, LM	1	сердце	Acc.Sing	_	_	_	_
сердце	_	N.Neut.Inan	A1	Golosa, LM	2	сердца	Gen.Sing	_	_	_	_
сердце	_	N.Neut.Inan	A1	Golosa, LM	3	сердцем	Ins.Sing	_	_	_	_
сесть	_	V	A1	MiP	1	сел	Masc.Sing.Past	_	_	_	_
сесть	_	V	A1	MiP	2	села	Fem.Sing.Past	_	_	_	_
сесть	_	V	A1	MiP	3	сесть	Inf	_	_	_	_
сигарета	_	N.Fem.Inan	A1	LM	1	сигарету	Acc.Sing	_	_	_	_
сигарета	_	N.Fem.Inan	A1	LM	2	сигареты	Acc.Plur	_	_	_	_
сигарета	_	N.Fem.Inan	A1	LM	3	сигарет	Gen.Plur	_	_	_	_
симпатичный	_	A	A1	Golosa, MiP, LM	1	симпатичный	Nom.Masc.Sing	_	_	_	_
симпатичный	_	A	A1	Golosa, MiP, LM	2	симпатичен	Masc.Sing	_	_	_	_
симпатичный	_	A	A1	Golosa, MiP, LM	3	симпатичная	Nom.Fem.Sing	_	_	_	_
система	_	N.Fem.Inan	A1	Golosa, LM	1	системы	Gen.Sing	_	_	_	_
система	_	N.Fem.Inan	A1	Golosa, LM	2	систем	Gen.Plur	_	_	_	_
система	_	N.Fem.Inan	A1	Golosa, LM	3	система	Nom.Sing	_	_	_	_
сказка	_	N.Fem.Inan	A1	Golosa, MiP, LM	1	сказка	Nom.Sing	_	_	_	_
сказка	_	N.Fem.Inan	A1	Golosa, MiP, LM	2	сказок	Gen.Plur	_	_	_	_
сказка	_	N.Fem.Inan	A1	Golosa, MiP, LM	3	сказки	Gen.Sing	_	_	_	_
скрипка	_	N.Fem.Inan	A1	Golosa, MiP, LM	1	скрипке	Loc.Sing	_	_	_	_
скрипка	_	N.Fem.Inan	A1	Golosa, MiP, LM	2	скрипки	Gen.Sing	_	_	_	_
скрипка	_	N.Fem.Inan	A1	Golosa, MiP, LM	3	скрипок	Gen.Plur	_	_	_	_
сладкий	_	A	A1	LM	1	сладкий	Inan.Acc.Masc.Sing	_	_	_	_
сладкий	_	A	A1	LM	2	сладкая	Nom.Fem.Sing	_	_	_	_
сладкий	_	A	A1	LM	3	сладких	Gen.Plur	_	_	_	_
сложный	_	A	A1	Golosa, LM	1	сложно	Neut.Sing	_	_	_	_
сложный	_	A	A1	Golosa, LM	2	сложнее	Comp	_	_	_	_
сложный	_	A	A1	Golosa, LM	3	сложные	Nom.Plur	_	_	_	_
случай	_	N.Masc.Inan	A1	LM	1	случае	Loc.Sing	_	_	_	_
случай	_	N.Masc.Inan	A1	LM	2	случаях	Loc.Plur	_	_	_	_
случай	_	N.Masc.Inan	A1	LM	3	случаев	Gen.Plur	_	_	_	_
случаться	_	V	A1	LM	1	случаются	Plur.3.Pres/Fut	_	_	_	_
случаться	_	V	A1	LM	2	случается	Sing.3.Pres/Fut	_	_	_	_
случаться	_	V	A1	LM	3	случалось	Neut.Sing.Past	_	_	_	_
случиться	_	V	A1	Golosa	1	случилось	Neut.Sing.Past	_	_	_	_
случиться	_	V	A1	Golosa	2	случится	Sing.3.Pres/Fut	_	_	_	_
случиться	_	V	A1	Golosa	3	случиться	Inf	_	_	_	_
слушать	_	V	A1	Golosa, MiP, LM	1	слушать	Inf	_	_	_	_
слушать	_	V	A1	Golosa, MiP, LM	2	слушай	Imper.Sing.2	_	_	_	_
слушать	_	V	A1	Golosa, MiP, LM	3	слушала	Fem.Sing.Past	_	_	_	_
слышать	_	V	A1	Golosa, MiP, LM	1	слышал	Masc.Sing.Past	_	_	_	_
слышать	_	V	A1	Golosa, MiP, LM	2	слышали	Plur.Past	_	_	_	_
слышать	_	V	A1	Golosa, MiP, LM	3	слышала	Fem.Sing.Past	_	_	_	_
смешной	_	A	A1	Golosa, LM	1	смешно	Neut.Sing	_	_	_	_
смешной	_	A	A1	Golosa, LM	2	смешное	Nom.Neut.Sing	_	_	_	_
смешной	_	A	A1	Golosa, LM	3	смешной	Nom.Masc.Sing	_	_	_	_
смеяться	_	V	A1	MiP, LM	1	смеются	Plur.3.Pres/Fut	_	_	_	_
смеяться	_	V	A1	MiP, LM	2	смеётся	Sing.3.Pres/Fut	_	_	_	_
смеяться	_	V	A1	MiP, LM	3	смеялись	Plur.Past	_	_	_	_
собирать	_	V	A1	Golosa, MiP, LM	1	собирать	Inf	_	_	_	_
собирать	_	V	A1	Golosa, MiP, LM	2	собирают	Plur.3.Pres/Fut	_	_	_	_
собирать	_	V	A1	Golosa, MiP, LM	3	собирали	Plur.Past	_	_	_	_
собор	_	N.Masc.Inan	A1	LM	1	собора	Gen.Sing	_	_	_	_
собор	_	N.Masc.Inan	A1	LM	2	соборов	Gen.Plur	_	_	_	_
собор	_	N.Masc.Inan	A1	LM	3	собор	Nom.Sing	_	_	_	_
собрание	_	N.Neut.Inan	A1	LM	1	собрание	Nom.Sing	_	_	_	_
собрание	_	N.Neut.Inan	A1	LM	2	собрания	Gen.Sing	_	_	_	_
собрание	_	N.Neut.Inan	A1	LM	3	собрании	Loc.Sing	_	_	_	_
собрать	_	V	A1	MiP	1	собрать	Inf	_	_	_	_
собрать	_	V	A1	MiP	2	собрал	Masc.Sing.Past	_	_	_	_
собрать	_	A	A1	MiP	3	собраны	Plur	_	_	_	_
совет	_	N.Masc.Inan	A1	LM	1	совета	Gen.Sing	_	_	_	_
совет	_	N.Masc.Inan	A1	LM	2	совет	Nom.Sing	_	_	_	_
совет	_	N.Masc.Inan	A1	LM	3	советы	Acc.Plur	_	_	_	_
советовать	_	V	A1	Golosa, LM	1	советую	Sing.1.Pres/Fut	_	_	_	_
советовать	_	V	A1	Golosa, LM	2	советуют	Plur.3.Pres/Fut	_	_	_	_
советовать	_	V	A1	Golosa, LM	3	советовал	Masc.Sing.Past	_	_	_	_
сожаление	_	N.Neut.Inan	A1	MiP, LM	1	сожалению	Dat.Sing	_	_	_	_
сообщать	_	V	A1	LM	1	сообщает	Sing.3.Pres/Fut	_	_	_	_
сообщать	_	V	A1	LM	2	сообщать	Inf	_	_	_	_
сообщать	_	V	A1	LM	3	сообщала	Fem.Sing.Past	_	_	_	_
сообщение	_	N.Neut.Inan	A1	Golosa, LM	1	сообщения	Gen.Sing	_	_	_	_
сообщение	_	N.Neut.Inan	A1	Golosa, LM	2	сообщение	Nom.Sing	_	_	_	_
сообщение	_	N.Neut.Inan	A1	Golosa, LM	3	сообщении	Loc.Sing	_	_	_	_
соседний	_	A	A1	LM	1	соседних	Gen.Plur	_	_	_	_
соседний	_	A	A1	LM	2	соседнем	Loc.Masc.Sing	_	_	_	_
соседний	_	A	A1	LM	3	соседние	Inan.Acc.Plur	_	_	_	_
специалист	_	N.Masc.Anim	A1	LM	1	специалистов	Gen.Plur	_	_	_	_
специалист	_	N.Masc.Anim	A1	LM	2	специалисты	Nom.Plur	_	_	_	_
специалист	_	N.Masc.Anim	A1	LM	3	специалист	Nom.Sing	_	_	_	_
спичка	_	N.Fem.Inan	A1	LM	1	спички	Acc.Plur	_	_	_	_
спичка	_	N.Fem.Inan	A1	LM	2	спичек	Gen.Plur	_	_	_	_
спичка	_	N.Fem.Inan	A1	LM	3	спичку	Acc.Sing	_	_	_	_
спортивный	_	A	A1	Golosa, MiP, LM	1	спортивных	Gen.Plur	_	_	_	_
спортивный	_	A	A1	Golosa, MiP, LM	2	спортивный	Nom.Masc.Sing	_	_	_	_
спортивный	_	A	A1	Golosa, MiP, LM	3	спортивные	Nom.Plur	_	_	_	_
спортсмен	_	N.Masc.Anim	A1	Golosa, LM	1	спортсменов	Gen.Plur	_	_	_	_
спортсмен	_	N.Masc.Anim	A1	Golosa, LM	2	спортсмены	Nom.Plur	_	_	_	_
спортсмен	_	N.Masc.Anim	A1	Golosa, LM	3	спортсменам	Dat.Plur	_	_	_	_
средний	_	A	A1	LM	1	среднего	Gen.Masc.Sing	_	_	_	_
средний	_	A	A1	LM	2	средний	Nom.Masc.Sing	_	_	_	_
средний	_	A	A1	LM	3	средних	Gen.Plur	_	_	_	_
ставить	_	V	A1	Golosa, LM	1	ставить	Inf	_	_	_	_
ставить	_	V	A1	Golosa, LM	2	ставит	Sing.3.Pres/Fut	_	_	_	_
ставить	_	V	A1	Golosa, LM	3	ставят	Plur.3.Pres/Fut	_	_	_	_
стакан	_	N.Masc.Inan	A1	Golosa, MiP, LM, Кс	1	стакан	Acc.Sing	_	_	_	_
стакан	_	N.Masc.Inan	A1	Golosa, MiP, LM, Кс	2	стакана	Gen.Sing	_	_	_	_
стакан	_	N.Masc.Inan	A1	Golosa, MiP, LM, Кс	3	стаканы	Acc.Plur	_	_	_	_
старость	_	N.Fem.Inan	A1	LM	1	старости	Gen.Sing	_	_	_	_
старость	_	N.Fem.Inan	A1	LM	2	старость	Nom.Sing	_	_	_	_
строитель	_	N.Masc.Anim	A1	LM	1	строителей	Gen.Plur	_	_	_	_
строитель	_	N.Masc.Anim	A1	LM	2	строители	Nom.Plur	_	_	_	_
строитель	_	N.Masc.Anim	A1	LM	3	строителям	Dat.Plur	_	_	_	_
суметь	_	V	A1	LM	1	сумел	Masc.Sing.Past	_	_	_	_
суметь	_	V	A1	LM	2	сумели	Plur.Past	_	_	_	_
суметь	_	V	A1	LM	3	сумела	Fem.Sing.Past	_	_	_	_
сутки	_	N.Inan	A1	LM	1	сутки	Acc.Plur	_	_	_	_
сутки	_	N.Inan	A1	LM	2	суток	Gen.Plur	_	_	_	_
сутки	_	N.Inan	A1	LM	3	сутками	Ins.Plur	_	_	_	_
талант	_	N.Masc.Inan	A1	Golosa, LM	1	талант	Nom.Sing	_	_	_	_
талант	_	N.Masc.Inan	A1	Golosa, LM	2	талантов	Gen.Plur	_	_	_	_
талант	_	N.Masc.Inan	A1	Golosa, LM	3	таланта	Gen.Sing	_	_	_	_
танец	_	N.Masc.Inan	A1	LM	1	танцы	Nom.Plur	_	_	_	_
танец	_	N.Masc.Inan	A1	LM	2	танцев	Gen.Plur	_	_	_	_
танец	_	N.Masc.Inan	A1	LM	3	танец	Acc.Sing	_	_	_	_
тарелка	_	N.Fem.Inan	A1	Golosa, MiP, LM	1	тарелку	Acc.Sing	_	_	_	_
тарелка	_	N.Fem.Inan	A1	Golosa, MiP, LM	2	тарелки	Nom.Plur	_	_	_	_
тарелка	_	N.Fem.Inan	A1	Golosa, MiP, LM	3	тарелок	Gen.Plur	_	_	_	_
твердый	_	A	A1	LM	1	твёрдая	Nom.Fem.Sing	_	_	_	_
твердый	_	A	A1	LM	2	твёрдые	Nom.Plur	_	_	_	_
твердый	_	A	A1	LM	3	твёрдую	Acc.Fem.Sing	_	_	_	_
тело	_	N.Neut.Inan	A1	Golosa, LM	1	тела	Gen.Sing	_	_	_	_
тело	_	N.Neut.Inan	A1	Golosa, LM	2	тело	Nom.Sing	_	_	_	_
тело	_	N.Neut.Inan	A1	Golosa, LM	3	телом	Ins.Sing	_	_	_	_
темный	_	A	A1	MiP, LM	1	темно	Neut.Sing	_	_	_	_
темный	_	A	A1	MiP, LM	2	тёмных	Gen.Plur	_	_	_	_
темный	_	A	A1	MiP, LM	3	тёмные	Nom.Plur	_	_	_	_
теплый	_	A	A1	MiP, LM	1	тёплой	Ins.Fem.Sing	_	_	_	_
теплый	_	A	A1	MiP, LM	2	тёплый	Nom.Masc.Sing	_	_	_	_
теплый	_	A	A1	MiP, LM	3	теплее	Comp	_	_	_	_
территория	_	N.Fem.Inan	A1	LM	1	территории	Loc.Sing	_	_	_	_
территория	_	N.Fem.Inan	A1	LM	2	территорий	Gen.Plur	_	_	_	_
территория	_	N.Fem.Inan	A1	LM	3	территорию	Acc.Sing	_	_	_	_
терять	_	V	A1	Golosa, LM	1	теряет	Sing.3.Pres/Fut	_	_	_	_
терять	_	V	A1	Golosa, LM	2	терять	Inf	_	_	_	_
терять	_	V	A1	Golosa, LM	3	теряют	Plur.3.Pres/Fut	_	_	_	_
торт	_	N.Masc.Inan	A1	Golosa, LM, Кс	1	торт	Acc.Sing	_	_	_	_
торт	_	N.Masc.Inan	A1	Golosa, LM, Кс	2	тортом	Ins.Sing	_	_	_	_
торт	_	N.Masc.Inan	A1	Golosa, LM, Кс	3	торта	Gen.Sing	_	_	_	_
точка	_	N.Fem.Inan	A1	Golosa, LM	1	точки	Gen.Sing	_	_	_	_
точка	_	N.Fem.Inan	A1	Golosa, LM	2	точку	Acc.Sing	_	_	_	_
точка	_	N.Fem.Inan	A1	Golosa, LM	3	точка	Nom.Sing	_	_	_	_
тратить	_	V	A1	MiP, LM	1	тратить	Inf	_	_	_	_
тратить	_	V	A1	MiP, LM	2	тратят	Plur.3.Pres/Fut	_	_	_	_
тратить	_	V	A1	MiP, LM	3	тратит	Sing.3.Pres/Fut	_	_	_	_
труд	_	N.Masc.Inan	A1	Golosa, LM	1	труда	Gen.Sing	_	_	_	_
труд	_	N.Masc.Inan	A1	Golosa, LM	2	трудом	Ins.Sing	_	_	_	_
труд	_	N.Masc.Inan	A1	Golosa, LM	3	труд	Acc.Sing	_	_	_	_
туфля	_	N.Fem.Inan	A1	LM	1	туфли	Nom.Plur	_	_	_	_
туфля	_	N.Fem.Inan	A1	LM	2	туфлями	Ins.Plur	_	_	_	_
туфля	_	N.Fem.Inan	A1	LM	3	туфель	Gen.Plur	_	_	_	_
тяжелый	_	A	A1	MiP, LM	1	тяжело	Neut.Sing	_	_	_	_
тяжелый	_	A	A1	MiP, LM	2	тяжёлая	Nom.Fem.Sing	_	_	_	_
тяжелый	_	A	A1	MiP, LM	3	тяжёлых	Gen.Plur	_	_	_	_
убивать	_	V	A1	LM	1	убивать	Inf	_	_	_	_
убивать	_	V	A1	LM	2	убивает	Sing.3.Pres/Fut	_	_	_	_
убивать	_	V	A1	LM	3	убивают	Plur.3.Pres/Fut	_	_	_	_
уважаемый	_	A	A1	LM	1	уважаемые	Nom.Plur	_	_	_	_
уважаемый	_	A	A1	LM	2	уважаемый	Nom.Masc.Sing	_	_	_	_
уважаемый	_	A	A1	LM	3	уважаемых	Gen.Plur	_	_	_	_
уважать	_	V	A1	LM	1	уважать	Inf	_	_	_	_
уважать	_	V	A1	LM	2	уважают	Plur.3.Pres/Fut	_	_	_	_
уважать	_	V	A1	LM	3	уважаю	Sing.1.Pres/Fut	_	_	_	_
уверенный	_	A	A1	LM	1	уверен	Masc.Sing	_	_	_	_
уверенный	_	A	A1	LM	2	уверены	Plur	_	_	_	_
